Fecha de actualización;Coordinación Zonal;Provincia;Cantón;Estado;Características de cubierta del escenario;Longitud;Latitud;Nombre del Propietario;Nombre del Administrador;Tipo de propiedad;Hora de apertura;Hora de cierre;;Uso del escenario deportivo;Costo por uso de las instalaciones
25/10/2021 13:27;Zonal 6;Morona Santiago;Morona;Regular;Cubierto;-784.808.775;-0.18779;GAD Municipal de Morona;Lic. Fausto Chacon;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE ECUAVOLEY
CANCHA DE INDOR";0
25/10/2021 13:16;Zonal 6;Morona Santiago;Morona;Regular;Cubierto;-784.808.775;-0.18779;Federacion deportiva de Morona;GAD cantonal de Morona;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE FUTBOL
COMPLEJO DEPORTIVO
ESTADIO
PISCINAS
PISTA ATLETICA";0
25/10/2021 12:59;Zonal 6;Morona Santiago;Morona;Regular;Cubierto;-784.808.775;-0.18779;Ministerio del Deporte;-;Público;10:00 p. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE TENIS
COLISEO  DE GIMNASIA
COMPLEJO DEPORTIVO
PISTA ATLETICA
CUADRILATERO DE BOX";0
25/10/2021 12:13;Zonal 6;Morona Santiago;Morona;Regular;Cubierto;-784.808.775;-0.18779;Ministerio del Deporte;-;Público;10:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE TENIS
COLISEO  DE GIMNASIA
COMPLEJO DEPORTIVO
PISTA ATLETICA
CUADRILATERO DE BOX";0
22/10/2021 12:24;Zonal 6;Morona Santiago;Santiago;Bueno;Cubierto;-784.808.775;-0.18779;GAD Municipal de Santiago;Miguel Perez;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
CANCHA DE VOLEY";0
22/10/2021 12:05;Zonal 6;Morona Santiago;Santiago;Bueno;Cubierto;-784.808.775;-0.18779;GAD Municipal de Santiago;Miguel Perez;Público;10:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
COLISEO";0
22/10/2021 11:52;Zonal 6;Morona Santiago;Santiago;Bueno;Cubierto;-784.808.775;-0.18779;Barrio Francisco de Orellana;Comite Barrial;Público;7:00 a. m.;8:00 p. m.;;CANCHA DE USO MULTIPLE;0
22/10/2021 11:31;Zonal 6;Morona Santiago;Santiago;Bueno;Descubierto;-784.808.775;-0.18779;GAD Municipal de Santiago;-;Público;10:00 a. m.;6:00 a. m.;;"CANCHA DE FUTBOL
PISCINAS";0,5
22/10/2021 10:49;Zonal 6;Morona Santiago;Santiago;Regular;Descubierto;-784.808.775;-0.18779;Unidad Educativa Fiscomisional Italia;Padre Dr. Leonardo Agurto;Privado;4:00 p. m.;7:00 p. m.;;CANCHA DE FUTBOL;0,25
21/10/2021 13:42;Zonal 6;Morona Santiago;Sucua;Bueno;Cubierto;-784.808.775;-0.18779;GAD Municipal de Sucua;Lupo Serrano;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR";0
07/10/2021 13:23;Zonal 6;Morona Santiago;Sucua;Bueno;Descubierto;-784.826.368;-0.1703936;I. Municipio de Sucua;Lcdo. Cristian Castillo;Público;10:00 a. m.;7:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE TENIS
ESTADIO
PISTA ATLETICA";0
07/10/2021 12:55;Zonal 6;Morona Santiago;Palora;Muy buena;Descubierto;-784.808.775;-0.18779;Gobierno Autonomo Descentralizado de Palora;Ing. Kleber Hernan Chico Criollo;Público;8:00 a. m.;8:00 p. m.;;CANCHA DE FUTBOL;0
07/10/2021 12:12;Zonal 6;Morona Santiago;Palora;Regular;Cubierto;-784.826.368;-0.1703936;Liga deportiva cantonal de Palora;PABLO JOSÉ PAZOS VILLARREAL;Público;8:00 a. m.;7:00 p. m.;;"CANCHA DE BALONCESTO
COLISEO DE CONTACTO
Box, taekwondo";0
07/10/2021 11:44;Zonal 6;Morona Santiago;Pablo Sexto;Regular;Cubierto;-784.808.775;-0.18779;Gobierno Autonomo Descentralizado de Pablo Sexto;Lic. Jose Poma;Público;10:00 a. m.;7:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR";0
29/09/2021 13:41;Zonal 6;Morona Santiago;Pablo Sexto;;;-784.808.775;-0.18779;Gobierno Autonomo Descentralizado de Pablo Sexto;Gobierno Autonomo Descentralizado de Pablo Sexto;Público;8:00 a. m.;6:00 p. m.;;CANCHA DE FUTBOL;0
29/09/2021 13:21;Zonal 6;Morona Santiago;Pablo Sexto;;;-784.808.775;-0.18779;Gobierno Autonomo Descentralizado de Pablo Sexto;Lic. Jose Poma;Público;8:00 a. m.;7:00 p. m.;;CANCHA DE INDOR;1
29/09/2021 12:14;Zonal 6;Azuay;Sgsig;;;-7.848.087.749.999.990;-0.18778999999999998;Liga deportiva cantonal de Sigsig;Liga deportiva cantonal de Sigsig;Público;7:00 a. m.;7:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
CANCHA DE USO MULTIPLE";0
29/09/2021 12:01;Zonal 6;Azuay;Sgsig;;;-784.808.775;-0.18779;I. Municipio de Sigsig;Liga deportiva cantonal de Sigsig;Público;8:00 a. m.;7:00 p. m.;;"CANCHA DE FUTBOL
ESTADIO
PISTA ATLETICA";0
29/09/2021 11:45;Zonal 6;Azuay;Sgsig;;;-784.808.775;-0.18779;I. Municipio de Sigsig;Liga deportiva cantonal de Sigsig;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
COLISEO";0
29/09/2021 10:06;Zonal 6;Azuay;Gualaceo;;;-784.808.775;-0.18779;I. Municipio de Gualaceo;Cristian Ulloa Blandin;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE USO MULTIPLE";0
27/09/2021 13:46;Zonal 6;Morona Santiago;Logrono;;;-784.808.775;-0.18779;I. Municipio de Logroño;Liga deportiva cantonal de Logroño;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE ECUAVOLEY
CANCHA DE INDOR
COLISEO";0
27/09/2021 13:27;Zonal 6;Morona Santiago;Logrono;;;-784.808.775;-0.18779;I. Municipio de Logroño;Liga deportiva cantonal de Logroño;Público;8:00 a. m.;6:00 p. m.;;CANCHA DE FUTBOL;0
27/09/2021 12:32;Zonal 6;Morona Santiago;Limin Indanza;;;-784.808.775;-0.18779;I. Municipio de Limon Indanza;Liga deportiva cantonal de Limon Indanza;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
CANCHA DE USO MULTIPLE
COLISEO";0
27/09/2021 12:22;Zonal 6;Morona Santiago;Limin Indanza;;;-784.808.775;-0.18779;I. Municipio de Limon Indanza;Liga deportiva cantonal de Limon Indanza;Público;8:00 a. m.;6:00 p. m.;;CANCHA DE FUTBOL;0
27/09/2021 11:34;Zonal 6;Morona Santiago;Huamboya;;;-7.848.087.749.999.990;-0.18778999999999998;Gobierno Autonomo Descentralizado de Huamboya;Milton Caivinagua;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE FUTBOL
PISTA DE BICICROSS";0
24/09/2021 13:14;Zonal 6;Morona Santiago;Huamboya;;;-7.848.087.749.999.990;-0.18778999999999998;Gobierno Autonomo Descentralizado de Huamboya;Milton Caivinagua;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
CANCHA DE VOLEY";0
24/09/2021 12:50;Zonal 6;Azuay;Camilo Ponce Enriquez;;;-7.848.087.749.999.990;-0.18778999999999998;Liga deportiva cantonal de Camilo Ponce Enriquez;WILSON GIOVANY TOALONGO IÑIGUEZ;Público;8:00 a. m.;7:00 p. m.;;"CANCHA DE FUTBOL
CANCHA DE USO MULTIPLE";0
24/09/2021 12:14;Zonal 6;Azuay;San Fernando;;;-784.808.775;-0.18779;I. Municipio de San Fernando;I. Municipio de San Fernando;Público;10:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
CANCHA DE VOLEY";0
24/09/2021 11:59;Zonal 6;Azuay;San Fernando;;;-7.848.087.749.999.990;-0.18778999999999998;I. Municipio de San Fernando;I. Municipio de San Fernando;Público;8:00 a. m.;6:00 p. m.;;CANCHA DE FUTBOL;0
24/09/2021 11:48;Zonal 6;Azuay;Oa;;;-7.848.087.749.999.990;-0.18778999999999998;Ministerio de Educacion;Escuela Jose Serrano;Privado;8:00 a. m.;1:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
COLISEO";0,5
24/09/2021 11:32;Zonal 6;Azuay;Oa;;;-784.808.775;-0.18779;Gobierno Autonomo Descentralizado de Oña;Gobierno Autonomo Descentralizado de Oña;Público;10:00 a. m.;6:00 p. m.;;CANCHA DE INDOR;0
24/09/2021 11:18;Zonal 6;Azuay;Oa;;;-784.808.775;-0.18779;Gobierno Autonomo Descentralizado de Oña;Gobierno Autonomo Descentralizado de Oña;Público;10:00 a. m.;6:00 a. m.;;CANCHA DE FUTBOL;0,5
23/09/2021 13:30;Zonal 6;Azuay;Sevilla de Oro;;;-784.826.368;-0.1671168;Ministerio del Deporte;Presidente Liga Dep. cant. Sevilla de Oro. OSWALDO HOYOS CARDENAS;Público;10:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
Tenis de mesa";0
22/09/2021 13:32;Zonal 6;Azuay;Santa Isabel;;;-784.826.368;-0.1671168;Liga deportiva cantonal de Santa Isabel;FELIX ALONSO AYAVACA AYABACA;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
CANCHA DE VOLEY";0
22/09/2021 13:18;Zonal 6;Azuay;Paute;;;-784.826.368;-0.1671168;I. Municipio de Paute;ENCALADA RHEA DIEGO FERNANDO;Público;9:00 a. m.;7:00 p. m.;;CANCHA DE FUTBOL;1
22/09/2021 13:04;Zonal 6;Azuay;Paute;;;-784.826.368;-0.1671168;I. Municipio de Paute;ENCALADA RHEA DIEGO FERNANDO;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
CANCHA DE TENIS
CANCHA DE USO MULTIPLE";0
22/09/2021 12:48;Zonal 6;Azuay;Gualaceo;;;-784.826.368;-0.1671168;Liga deportiva cantonal de Gualaceo;Cristian Ulloa Blandin;Público;9:00 a. m.;7:00 p. m.;;CANCHA DE FUTBOL;1
21/09/2021 13:02;Zonal 6;Azuay;Gualaceo;;;-784.826.368;-0.1671168;I. Municipio de Gualaceo;Critian Ulloa Blandin;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
CANCHA DE VOLEY
HALTEROFILIA";0
21/09/2021 12:35;Zonal 6;Azuay;Guachapala;;;-784.826.368;-0.16711679999999998;I. Municipio de Guachapala;Emil Chiriboga Castillo;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE AJEDREZ
CANCHA DE BALONCESTO
CANCHA DE INDOR
COLISEO
ESTADIO
GIMNASIO
PISTA";0
21/09/2021 12:17;Zonal 6;Azuay;Gin;;;-784.808.775;-0.18779;I. Municipio de Giròn;Ing. Xavier Panamà;Público;10:00 a. m.;7:00 p. m.;;"CANCHA DE BALONCESTO
CANCHA DE INDOR
CANCHA DE VOLEY
COLISEO";0
21/09/2021 12:01;Zonal 6;Azuay;Gin;;;-7.848.087.749.999.990;-0.18778999999999998;Liga deportiva cantonal de Giròn;Manuel Quezada;Público;8:00 a. m.;9:00 p. m.;;"CANCHA DE ECUAVOLEY
CANCHA DE INDOR
ESTADIO";0,5
21/09/2021 11:45;Zonal 6;Azuay;Chordeleg;;;-784.826.368;-0.1671168;I. Municipio de Chordeleg;Nashly Valencia;Público;8:00 a. m.;6:00 p. m.;;"CANCHA DE AJEDREZ
CANCHA DE BALONCESTO
CANCHA DE INDOR
POLIDEPORTIVO";0
21/09/2021 11:26;Zonal 6;Azuay;Chordeleg;;;-7.848.087.749.999.990;-0.18778999999999998;Colegio Nacional Chordeleg - Ministerio de Educacion;Lauro Enrique Zhimnay Pulla;Privado;8:00 a. m.;12:00 p. m.;;CANCHA DE FUTBOL;0
